model_name,source_project,target_project,scenario,top-1,top-5,top-10,MAP,MRR,MAP_uncorrected,MRR_uncorrected,n_reachable,n_test,denominator_corrected
TRANP-CNN,numpy/numpy,mesonbuild/meson,WP-large,0.0582,0.1852,0.2063,0.1002,0.1051,0.4028,0.4227,47,189,yes
TRANP-CNN,numpy/numpy,pydata/xarray,CP-cold-start,0.08,0.24,0.32,0.1062,0.1671,0.1062,0.1671,25,25,yes
TRANP-CNN,numpy/numpy,qiskit/qiskit,CP-transfer,0.0882,0.2243,0.2721,0.1167,0.1436,0.2667,0.3282,119,272,yes
TRANP-CNN,qiskit/qiskit,numpy/numpy,WP-small,0.0559,0.1242,0.1863,0.0916,0.1034,0.2136,0.2412,69,161,yes
TRANP-CNN,numpy/numpy,mesonbuild/meson,CP-cold-start,0.0053,0.0476,0.0899,0.0272,0.0292,0.1093,0.1174,47,189,yes
TRANP-CNN,qiskit/qiskit,numpy/numpy,WP-large,0.0373,0.1491,0.2174,0.0876,0.0957,0.2044,0.2233,69,161,yes
TRANP-CNN,numpy/numpy,pydata/xarray,CP-transfer,0.24,0.48,0.6,0.3112,0.3505,0.3112,0.3505,25,25,yes
TRANP-CNN,numpy/numpy,scikit-learn/scikit-learn,WP-small,0.0,0.1739,0.2174,0.0563,0.0594,0.1993,0.2102,13,46,yes
TRANP-CNN,numpy/numpy,scikit-learn/scikit-learn,WP-large,0.0652,0.1739,0.1957,0.099,0.1073,0.3504,0.3798,13,46,yes
TRANP-CNN,qiskit/qiskit,numpy/numpy,CP-cold-start,0.0124,0.0435,0.0932,0.0314,0.0393,0.0732,0.0917,69,161,yes
TRANP-CNN,numpy/numpy,mesonbuild/meson,CP-transfer,0.0688,0.1746,0.2063,0.1128,0.1186,0.4538,0.4771,47,189,yes
TRANP-CNN,numpy/numpy,scikit-learn/scikit-learn,CP-cold-start,0.0,0.0,0.0,0.0012,0.0011,0.0041,0.0038,13,46,yes
TRANP-CNN,numpy/numpy,localstack/localstack,WP-small,0.0526,0.2,0.3053,0.0857,0.1359,0.1163,0.1844,70,95,yes
TRANP-CNN,numpy/numpy,localstack/localstack,WP-large,0.0947,0.2,0.3474,0.129,0.1616,0.175,0.2194,70,95,yes
TRANP-CNN,numpy/numpy,scikit-learn/scikit-learn,CP-transfer,0.0217,0.1304,0.1957,0.0626,0.0735,0.2217,0.2601,13,46,yes
TRANP-CNN,numpy/numpy,localstack/localstack,CP-cold-start,0.0,0.0526,0.1053,0.027,0.0363,0.0366,0.0493,70,95,yes
TRANP-CNN,qiskit/qiskit,numpy/numpy,CP-transfer,0.0435,0.1429,0.1801,0.0909,0.1011,0.2121,0.2359,69,161,yes
TRANP-CNN,wagtail/wagtail,docker/compose,WP-small,0.2821,0.6923,0.8034,0.3946,0.4704,0.398,0.4745,116,117,yes
TRANP-CNN,wagtail/wagtail,docker/compose,WP-large,0.2308,0.7009,0.8034,0.3924,0.4515,0.3958,0.4554,116,117,yes
TRANP-CNN,numpy/numpy,localstack/localstack,CP-transfer,0.0632,0.1474,0.2632,0.0998,0.1253,0.1354,0.17,70,95,yes
TRANP-CNN,localstack/localstack,numpy/numpy,WP-small,0.0373,0.1304,0.1863,0.0778,0.0895,0.1816,0.2089,69,161,yes
TRANP-CNN,wagtail/wagtail,docker/compose,CP-cold-start,0.0085,0.0171,0.1368,0.0397,0.0491,0.0401,0.0495,116,117,yes
TRANP-CNN,localstack/localstack,numpy/numpy,WP-large,0.0559,0.1553,0.205,0.0965,0.1069,0.2251,0.2494,69,161,yes
TRANP-CNN,wagtail/wagtail,docker/compose,CP-transfer,0.2479,0.7179,0.7863,0.4085,0.4567,0.412,0.4606,116,117,yes
TRANP-CNN,localstack/localstack,numpy/numpy,CP-cold-start,0.0,0.0,0.0,0.0032,0.0026,0.0075,0.0061,69,161,yes
TRANP-CNN,localstack/localstack,numpy/numpy,CP-transfer,0.0311,0.1304,0.1988,0.0778,0.0832,0.1816,0.1941,69,161,yes
TRANP-CNN,ipython/ipython,docker/compose,WP-small,0.2906,0.6923,0.7607,0.406,0.4805,0.4095,0.4846,116,117,yes
TRANP-CNN,ipython/ipython,docker/compose,WP-large,0.2393,0.6923,0.8547,0.3928,0.454,0.3962,0.4579,116,117,yes
TRANP-CNN,ipython/ipython,docker/compose,CP-cold-start,0.0,0.0,0.0,0.0109,0.008,0.011,0.008,116,117,yes
TRANP-CNN,ipython/ipython,docker/compose,CP-transfer,0.265,0.7179,0.7692,0.3926,0.4657,0.396,0.4698,116,117,yes
TRANP-CNN,docker/compose,ipython/ipython,WP-small,0.0178,0.0828,0.1479,0.056,0.0645,0.0965,0.1113,98,169,yes
TRANP-CNN,docker/compose,ipython/ipython,WP-large,0.0355,0.1243,0.2249,0.0749,0.0915,0.1291,0.1578,98,169,yes
TRANP-CNN,docker/compose,ipython/ipython,CP-cold-start,0.0,0.0,0.0,0.0059,0.0055,0.0102,0.0094,98,169,yes
TRANP-CNN,docker/compose,ipython/ipython,CP-transfer,0.0355,0.1361,0.2189,0.0794,0.0913,0.137,0.1575,98,169,yes
TRANP-CNN,ipython/ipython,qiskit/qiskit,WP-small,0.0699,0.1875,0.2537,0.1012,0.1217,0.2313,0.2782,119,272,yes
TRANP-CNN,ipython/ipython,qiskit/qiskit,WP-large,0.0662,0.1875,0.2574,0.101,0.1265,0.2308,0.2891,119,272,yes
TRANP-CNN,ipython/ipython,qiskit/qiskit,CP-cold-start,0.0037,0.0368,0.0919,0.0317,0.0324,0.0724,0.074,119,272,yes
TRANP-CNN,ipython/ipython,qiskit/qiskit,CP-transfer,0.0772,0.1654,0.239,0.1017,0.1297,0.2324,0.2964,119,272,yes
BLAZE,ipython/ipython,qiskit/qiskit,WP-large,0.3272,0.5919,0.6912,0.3834,0.4521,0.3877,0.4571,269,272,yes
BLAZE,ipython/ipython,qiskit/qiskit,CP-cold-start,0.1287,0.3272,0.4154,0.1781,0.2335,0.1801,0.2362,269,272,yes
BLAZE,ipython/ipython,qiskit/qiskit,CP-transfer,0.3199,0.5515,0.6618,0.3639,0.4337,0.3679,0.4386,269,272,yes
BLAZE,scikit-learn/scikit-learn,numpy/numpy,WP-small,0.2547,0.5342,0.6087,0.331,0.3644,0.331,0.3644,161,161,yes
BLAZE,scikit-learn/scikit-learn,numpy/numpy,WP-large,0.2857,0.5714,0.7019,0.3811,0.429,0.3811,0.429,161,161,yes
BLAZE,scikit-learn/scikit-learn,numpy/numpy,CP-cold-start,0.2981,0.528,0.6149,0.3692,0.4093,0.3692,0.4093,161,161,yes
BLAZE,scikit-learn/scikit-learn,numpy/numpy,CP-transfer,0.323,0.5404,0.6087,0.3736,0.4283,0.3736,0.4283,161,161,yes
COOBA,scikit-learn/scikit-learn,numpy/numpy,WP-small,0.031055900621118,0.093167701863354,0.1801242236024844,0.0705,0.0787,0.0704607008172774,0.0786873408073392,69,161,no
COOBA,scikit-learn/scikit-learn,numpy/numpy,WP-large,0.0559006211180124,0.1304347826086956,0.2422360248447205,0.0888,0.1045,0.0888428329349767,0.1045001232161865,69,161,no
COOBA,scikit-learn/scikit-learn,numpy/numpy,CP-cold-start,0.0,0.0,0.0062111801242236,0.0026,0.0026,0.0026024372101913,0.0025553832157401,69,161,no
COOBA,scikit-learn/scikit-learn,numpy/numpy,CP-transfer,0.0124223602484472,0.1180124223602484,0.1490683229813664,0.0654,0.0695,0.0653616365395896,0.069467582799941,69,161,no
TRANP-CNN,scikit-learn/scikit-learn,numpy/numpy,WP-small,0.0497,0.118,0.1988,0.0856,0.0936,0.1996,0.2183,69,161,yes
TRANP-CNN,scikit-learn/scikit-learn,numpy/numpy,WP-large,0.0311,0.0994,0.1366,0.0637,0.0683,0.1487,0.1594,69,161,yes
TRANP-CNN,scikit-learn/scikit-learn,numpy/numpy,CP-cold-start,0.0062,0.0186,0.0311,0.0151,0.0199,0.0353,0.0463,69,161,yes
TRANP-CNN,scikit-learn/scikit-learn,numpy/numpy,CP-transfer,0.0435,0.1615,0.2236,0.0913,0.1013,0.213,0.2364,69,161,yes
